"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"4333","28","GO Biological Process","","Response to chemical","0.0277","PSMD7|TLR2|KCNC1|CALM2|HSP90B1|XCR1|TALDO1|CUL1|HSP90AA1|SPINT1|ATP7A|AKAP9|CX3CR1|VCP|TLR9|HTR4|S100A8|S100A10|TXN|ABCA1|TRPC3|DNAJA1|PMS1|ROBO1|ABL2|DAG1|RPLP0|ACTG1","10899","8982|9026|8996|9074|9013|9094|9100|8991|9111|9081|8994|9115|9131|9044|9134|9127|9112|9029|9076|9033|8990|9102|8997|8995|9089|9090|9027|9073","1.08E-5","","GO:0042221","0.21520672318483075","0"
"1676","16","GO Biological Process","","Homeostatic process","0.0277","ACIN1|CALM2|HSP90B1|XCR1|CUL1|HSP90AA1|ATP7A|CX3CR1|TLR9|S100A8|TXN|ABCA1|DCLRE1C|TRPC3|ABL2|ACTG1","10899","9021|9074|9013|9094|8991|9111|8994|9131|9134|9112|9076|9033|9000|8990|9089|9073","2.11E-5","","GO:0042592","0.21520672318483075","0"
"971","12","GO Biological Process","","Regulation of cellular component biogenesis","0.0277","TLR2|ARPC2|LIMCH1|HSP90AA1|ATP7A|AKAP9|VCP|MAP4|S100A10|ABCA1|DAG1|ACTG1","10899","9026|9009|9059|9111|8994|9115|9044|9091|9029|9033|9090|9073","2.46E-5","","GO:0044087","0.21520672318483075","0"
"542","9","GO Biological Process","","Positive regulation of cellular component biogenesis","0.0277","ARPC2|LIMCH1|HSP90AA1|ATP7A|AKAP9|VCP|S100A10|ABCA1|DAG1","10899","9009|9059|9111|8994|9115|9044|9029|9033|9090","3.18E-5","","GO:0044089","0.21520672318483075","0"
"11475","49","GO Biological Process","","Regulation of biological process","0.0277","PSMD7|TLR2|ACIN1|KCNC1|CALM2|ARPC2|HSP90B1|PPIB|TUBA1A|BUB1|PPP1R3B|XCR1|LIMCH1|TALDO1|ASB4|CUL1|KCNA4|HSP90AA1|SPINT1|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|MAP4|TLR9|HTR4|INPP5F|S100A8|S100A10|SERBP1|KCNG1|TTI1|TXN|ABCA1|XDH|TRPC3|DNAJA1|TRIP12|LRRFIP1|INPP1|GOLGB1|PHF21A|ROBO1|ABL2|MAML2|DAG1|RPLP0|ACTG1","10899","8982|9026|9021|8996|9074|9009|9013|9042|8978|9118|9035|9094|9059|9100|9124|8991|9057|9111|9081|8994|9121|9115|9131|9044|9091|9134|9127|9067|9112|9029|9116|9010|9049|9076|9033|8987|8990|9102|9110|9060|9034|9114|9047|8995|9089|9117|9090|9027|9073","2.25E-5","","GO:0050789","0.21520672318483075","0"
"10932","48","GO Biological Process","","Regulation of cellular process","0.0277","PSMD7|TLR2|ACIN1|KCNC1|CALM2|ARPC2|HSP90B1|TUBA1A|BUB1|PPP1R3B|XCR1|LIMCH1|TALDO1|ASB4|CUL1|KCNA4|HSP90AA1|SPINT1|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|MAP4|TLR9|HTR4|INPP5F|S100A8|S100A10|SERBP1|KCNG1|TTI1|TXN|ABCA1|XDH|TRPC3|DNAJA1|TRIP12|LRRFIP1|INPP1|GOLGB1|PHF21A|ROBO1|ABL2|MAML2|DAG1|RPLP0|ACTG1","10899","8982|9026|9021|8996|9074|9009|9013|8978|9118|9035|9094|9059|9100|9124|8991|9057|9111|9081|8994|9121|9115|9131|9044|9091|9134|9127|9067|9112|9029|9116|9010|9049|9076|9033|8987|8990|9102|9110|9060|9034|9114|9047|8995|9089|9117|9090|9027|9073","1.46E-5","","GO:0050794","0.21520672318483075","0"
"2383","18","UniProt Keywords","","Ubl conjugation","0.0282","PSMD7|TLR2|ACIN1|CALM2|BUB1|CUL1|HSP90AA1|VCP|MAP4|S100A10|SERBP1|TTI1|TXN|LRRFIP1|PHF21A|ROBO1|ABL2|RPLP0","10899","8982|9026|9021|9074|9118|8991|9111|9044|9091|9029|9116|9049|9076|9060|9047|8995|9089|9027","1.3E-4","","KW-0832","0.21413321286428957","0"
"117","4","TISSUES","","Phagocyte","0.0286","TLR2|S100A8|TXN|ABCA1","10899","9026|9112|9076|9033","4.5E-4","","BTO:0001044","0.2132880210535425","0"
"949","10","TISSUES","","Leukemia cell","0.0286","CALM2|HSP90B1|BUB1|TALDO1|HSP90AA1|ATP7A|VCP|TLR9|DNAJA1|RPLP0","10899","9074|9013|9118|9100|9111|8994|9044|9134|9102|9027","4.6E-4","","BTO:0001271","0.2132880210535425","0"
"9242","42","COMPARTMENTS","","Intracellular organelle","0.0299","PSMD7|TLR2|ACIN1|CALM2|ARPC2|HSP90B1|PPIB|TUBA1A|TUBA1C|BUB1|LIMCH1|TALDO1|CUL1|HSP90AA1|SLC25A15|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|MAP4|TLR9|HTR4|INPP5F|S100A8|SERBP1|TBCC|TTI1|TXN|ABCA1|DCLRE1C|DNAJA1|TRIP12|LRRFIP1|GOLGB1|PHF21A|PMS1|ABL2|MAML2|DAG1|RPLP0|ACTG1","10899","8982|9026|9021|9074|9009|9013|9042|8978|8980|9118|9059|9100|8991|9111|9041|8994|9121|9115|9131|9044|9091|9134|9127|9067|9112|9116|9030|9049|9076|9033|9000|9102|9110|9060|9114|9047|8997|9089|9117|9090|9027|9073","9.07E-5","","GOCC:0043229","0.21062057628611355","0"
"2402","19","GO Biological Process","","Regulation of cellular component organization","0.0301","TLR2|ARPC2|TUBA1A|BUB1|LIMCH1|HSP90AA1|ATP7A|AKAP9|VCP|MAP4|INPP5F|S100A8|S100A10|ABCA1|TRIP12|ROBO1|ABL2|DAG1|ACTG1","10899","9026|9009|8978|9118|9059|9111|8994|9115|9044|9091|9067|9112|9029|9033|9110|8995|9089|9090|9073","3.99E-5","","GO:0051128","0.21022052396082885","0"
"47","3","Reactome Pathways","","Gap junction trafficking","0.0305","TUBA1A|TUBA1C|ACTG1","10899","8978|8980|9073","4.4E-4","","HSA-190828","0.20942833256744844","0"
"47","3","Reactome Pathways","","Recycling pathway of L1","0.0305","TUBA1A|TUBA1C|ACTG1","10899","8978|8980|9073","4.4E-4","","HSA-437239","0.20942833256744844","0"
"337","6","TISSUES","","Blood platelet","0.0306","ARPC2|HSP90B1|HSP90AA1|VCP|MAP4|ACTG1","10899","9009|9013|9111|9044|9091|9073","5.1E-4","","BTO:0000132","0.20923190808260117","0"
"5193","28","GO Cellular Component","","Cytosol","0.031","PSMD7|ACIN1|ARPC2|HSP90B1|TUBA1A|BUB1|TALDO1|ASB4|CUL1|HSP90AA1|ATP7A|RPLP1|AKAP9|VCP|MAP4|S100A8|SERBP1|TBCC|TXN|XDH|DNAJA1|TRIP12|LRRFIP1|INPP1|ABL2|DAG1|RPLP0|ACTG1","10899","8982|9021|9009|9013|8978|9118|9100|9124|8991|9111|8994|9121|9115|9044|9091|9112|9116|9030|9076|8987|9102|9110|9060|9034|9089|9090|9027|9073","3.3E-4","","GO:0005829","0.2084525773036165","0"
"5314","30","GO Cellular Component","","Plasma membrane","0.031","TLR2|ACIN1|KCNC1|CALM2|PCDH1|ARPC2|HSP90B1|TMPRSS11E|XCR1|KCNA4|HSP90AA1|SPINT1|ATP7A|AKAP9|CX3CR1|MAP4|TLR9|HTR4|INPP5F|S100A8|S100A10|SERBP1|KCNG1|ABCA1|TRPC3|LRRFIP1|CDH24|ROBO1|DAG1|ACTG1","10899","9026|9021|8996|9074|9123|9009|9013|9084|9094|9057|9111|9081|8994|9115|9131|9091|9134|9127|9067|9112|9029|9116|9010|9033|8990|9060|9017|8995|9090|9073","6.48E-5","","GO:0005886","0.2084525773036165","0"
"405","7","GO Cellular Component","","Focal adhesion","0.031","ARPC2|HSP90B1|PPIB|RPLP1|DAG1|RPLP0|ACTG1","10899","9009|9013|9042|9121|9090|9027|9073","2.0E-4","","GO:0005925","0.2084525773036165","0"
"82","4","GO Cellular Component","","Voltage-gated potassium channel complex","0.031","KCNC1|KCNA4|AKAP9|KCNG1","10899","8996|9057|9115|9010","1.2E-4","","GO:0008076","0.2084525773036165","0"
"2075","16","GO Cellular Component","","Cell junction","0.031","KCNC1|PCDH1|ARPC2|HSP90B1|PPIB|TUBA1A|KCNA4|RPLP1|AKAP9|VCP|MAP4|HTR4|CDH24|DAG1|RPLP0|ACTG1","10899","8996|9123|9009|9013|9042|8978|9057|9121|9115|9044|9091|9127|9017|9090|9027|9073","2.7E-4","","GO:0030054","0.2084525773036165","0"
"3879","25","GO Cellular Component","","Vesicle","0.031","PSMD7|TLR2|CALM2|ARPC2|HSP90B1|PPIB|TUBA1A|TUBA1C|TALDO1|HSP90AA1|SPINT1|ATP7A|VCP|TLR9|HTR4|INPP5F|S100A8|S100A10|SERBP1|TXN|ABCA1|DNAJA1|DAG1|RPLP0|ACTG1","10899","8982|9026|9074|9009|9013|9042|8978|8980|9100|9111|9081|8994|9044|9134|9127|9067|9112|9029|9116|9076|9033|9102|9090|9027|9073","4.76E-5","","GO:0031982","0.2084525773036165","0"
"5073","29","GO Cellular Component","","Protein-containing complex","0.031","PSMD7|TLR2|ACIN1|KCNC1|CALM2|ARPC2|HSP90B1|PPIB|BUB1|PPP1R3B|ASB4|CUL1|KCNA4|HSP90AA1|RPLP1|AKAP9|VCP|MAP4|S100A10|KCNG1|TTI1|DCLRE1C|TRPC3|CDH24|PHF21A|PMS1|DAG1|RPLP0|ACTG1","10899","8982|9026|9021|8996|9074|9009|9013|9042|9118|9035|9124|8991|9057|9111|9121|9115|9044|9091|9029|9010|9049|9000|8990|9017|9047|8997|9090|9027|9073","7.62E-5","","GO:0032991","0.2084525773036165","0"
"214","6","GO Cellular Component","","Cation channel complex","0.031","KCNC1|CALM2|KCNA4|AKAP9|KCNG1|TRPC3","10899","8996|9074|9057|9115|9010|8990","4.62E-5","","GO:0034703","0.2084525773036165","0"
"1366","14","GO Cellular Component","","Neuron projection","0.031","KCNC1|ARPC2|KCNA4|HSP90AA1|ATP7A|AKAP9|CX3CR1|MAP4|HTR4|INPP5F|TBCC|ROBO1|DAG1|ACTG1","10899","8996|9009|9057|9111|8994|9115|9131|9091|9127|9067|9030|8995|9090|9073","3.65E-5","","GO:0043005","0.2084525773036165","0"
"137","5","GO Cellular Component","","Phagocytic vesicle","0.031","TLR2|ATP7A|TLR9|ABCA1|ACTG1","10899","9026|8994|9134|9033|9073","6.22E-5","","GO:0045335","0.2084525773036165","0"
"727","9","GO Cellular Component","","Perinuclear region of cytoplasm","0.031","HSP90B1|PPIB|HSP90AA1|ATP7A|CX3CR1|VCP|SERBP1|ABCA1|DNAJA1","10899","9013|9042|9111|8994|9131|9044|9116|9033|9102","2.9E-4","","GO:0048471","0.2084525773036165","0"
"2099","17","GO Cellular Component","","Extracellular exosome","0.031","PSMD7|ARPC2|HSP90B1|PPIB|TUBA1A|TALDO1|HSP90AA1|SPINT1|VCP|S100A8|S100A10|SERBP1|TXN|DNAJA1|DAG1|RPLP0|ACTG1","10899","8982|9009|9013|9042|8978|9100|9111|9081|9044|9112|9029|9116|9076|9102|9090|9027|9073","8.78E-5","","GO:0070062","0.2084525773036165","0"
"34","3","GO Cellular Component","","DNA repair complex","0.031","DCLRE1C|PHF21A|PMS1","10899","9000|9047|8997","1.8E-4","","GO:1990391","0.2084525773036165","0"
"213","6","GO Biological Process","","Protein folding","0.0312","HSP90B1|PPIB|HSP90AA1|VCP|TBCC|DNAJA1","10899","9013|9042|9111|9044|9030|9102","4.5E-5","","GO:0006457","0.20806667483835187","0"
"565","9","GO Biological Process","","Cellular metal ion homeostasis","0.0312","CALM2|HSP90B1|XCR1|CUL1|ATP7A|CX3CR1|S100A8|TRPC3|ABL2","10899","9074|9013|9094|8991|8994|9131|9112|8990|9089","4.37E-5","","GO:0006875","0.20806667483835187","0"
"12171","50","GO Biological Process","","Biological regulation","0.0342","PSMD7|TLR2|ACIN1|KCNC1|CALM2|ARPC2|HSP90B1|PPIB|TUBA1A|BUB1|PPP1R3B|XCR1|LIMCH1|TALDO1|ASB4|CUL1|KCNA4|HSP90AA1|SPINT1|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|MAP4|TLR9|HTR4|INPP5F|S100A8|S100A10|SERBP1|KCNG1|TTI1|TXN|ABCA1|DCLRE1C|XDH|TRPC3|DNAJA1|TRIP12|LRRFIP1|INPP1|GOLGB1|PHF21A|ROBO1|ABL2|MAML2|DAG1|RPLP0|ACTG1","10899","8982|9026|9021|8996|9074|9009|9013|9042|8978|9118|9035|9094|9059|9100|9124|8991|9057|9111|9081|8994|9121|9115|9131|9044|9091|9134|9127|9067|9112|9029|9116|9010|9049|9076|9033|9000|8987|8990|9102|9110|9060|9034|9114|9047|8995|9089|9117|9090|9027|9073","5.32E-5","","GO:0065007","0.2025575217091484","0"
"2919","21","GO Biological Process","","Cellular response to chemical stimulus","0.0342","PSMD7|TLR2|KCNC1|HSP90B1|XCR1|TALDO1|CUL1|HSP90AA1|SPINT1|ATP7A|AKAP9|CX3CR1|VCP|HTR4|S100A8|TXN|ABCA1|ABL2|DAG1|RPLP0|ACTG1","10899","8982|9026|8996|9013|9094|9100|8991|9111|9081|8994|9115|9131|9044|9127|9112|9076|9033|9089|9090|9027|9073","5.47E-5","","GO:0070887","0.2025575217091484","0"
"1626","15","GO Biological Process","","Regulation of phosphorylation","0.0354","CALM2|LIMCH1|HSP90AA1|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|TLR9|INPP5F|TXN|XDH|DNAJA1|ROBO1|DAG1","10899","9074|9059|9111|8994|9121|9115|9131|9044|9134|9067|9076|8987|9102|8995|9090","6.06E-5","","GO:0042325","0.20048808813465094","0"
"5591","31","GO Biological Process","","Localization","0.0354","PSMD7|TLR2|KCNC1|ARPC2|HSP90B1|TUBA1A|TUBA1C|XCR1|LIMCH1|KCNA4|HSP90AA1|SLC25A15|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|MAP4|INPP5F|S100A8|S100A10|KCNG1|TXN|ABCA1|XDH|TRPC3|DNAJA1|GOLGB1|ROBO1|RPLP0|ACTG1","10899","8982|9026|8996|9009|9013|8978|8980|9094|9059|9057|9111|9041|8994|9121|9115|9131|9044|9091|9067|9112|9029|9010|9076|9033|8987|8990|9102|9114|8995|9027|9073","6.21E-5","","GO:0051179","0.20048808813465094","0"
"226","6","GO Biological Process","","Regulation of protein kinase b signaling","0.0354","HSP90AA1|CX3CR1|INPP5F|TXN|XDH|DAG1","10899","9111|9131|9067|9076|8987|9090","6.2E-5","","GO:0051896","0.20048808813465094","0"
"1437","14","GO Biological Process","","Regulation of response to stress","0.0354","PSMD7|TLR2|CUL1|HSP90AA1|ATP7A|TLR9|INPP5F|S100A8|TXN|XDH|TRPC3|DNAJA1|TRIP12|ACTG1","10899","8982|9026|8991|9111|8994|9134|9067|9112|9076|8987|8990|9102|9110|9073","6.33E-5","","GO:0080134","0.20048808813465094","0"
"72","4","GO Biological Process","","Positive regulation of gliogenesis","0.0372","TLR2|SPINT1|CX3CR1|DAG1","10899","9026|9081|9131|9090","7.52E-5","","GO:0014015","0.19751189341319564","0"
"1093","12","GO Biological Process","","Positive regulation of phosphorylation","0.0372","CALM2|LIMCH1|HSP90AA1|RPLP1|AKAP9|CX3CR1|VCP|TLR9|TXN|XDH|ROBO1|DAG1","10899","9074|9059|9111|9121|9115|9131|9044|9134|9076|8987|8995|9090","7.67E-5","","GO:0042327","0.19751189341319564","0"
"12619","49","TISSUES","","Whole body","0.0376","PSMD7|TLR2|ACIN1|CALM2|ARPC2|HSP90B1|PPIB|TUBA1A|TUBA1C|BUB1|PPP1R3B|LIMCH1|TALDO1|ASB4|CUL1|KCNA4|HSP90AA1|SPINT1|SLC25A15|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|MAP4|TLR9|HTR4|INPP5F|S100A8|S100A10|SERBP1|TBCC|TTI1|TXN|ABCA1|XDH|TRPC3|DNAJA1|TRIP12|LRRFIP1|INPP1|GOLGB1|PHF21A|PMS1|ROBO1|ABL2|DAG1|RPLP0|ACTG1","10899","8982|9026|9021|9074|9009|9013|9042|8978|8980|9118|9035|9059|9100|9124|8991|9057|9111|9081|9041|8994|9121|9115|9131|9044|9091|9134|9127|9067|9112|9029|9116|9030|9049|9076|9033|8987|8990|9102|9110|9060|9034|9114|9047|8997|8995|9089|9090|9027|9073","6.5E-4","","BTO:0001489","0.19687009449813242","0"
"14895","54","TISSUES","","Animal","0.0401","PSMD7|TLR2|ACIN1|CALM2|PCDH1|ARPC2|HSP90B1|PPIB|TUBA1A|TUBA1C|BUB1|PPP1R3B|FBXO34|LIMCH1|TALDO1|ASB4|CUL1|KCNA4|HSP90AA1|SPINT1|SLC25A15|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|MAP4|TLR9|HTR4|INPP5F|S100A8|S100A10|SERBP1|KCNG1|TBCC|TTI1|TXN|ABCA1|DCLRE1C|XDH|TRPC3|DNAJA1|TRIP12|LRRFIP1|INPP1|GOLGB1|PHF21A|PMS1|ROBO1|ABL2|MAML2|DAG1|RPLP0|ACTG1","10899","8982|9026|9021|9074|9123|9009|9013|9042|8978|8980|9118|9035|9086|9059|9100|9124|8991|9057|9111|9081|9041|8994|9121|9115|9131|9044|9091|9134|9127|9067|9112|9029|9116|9010|9030|9049|9076|9033|9000|8987|8990|9102|9110|9060|9034|9114|9047|8997|8995|9089|9117|9090|9027|9073","7.2E-4","","BTO:0000042","0.1930072665252851","0"
"6329","31","TISSUES","","Head","0.0401","ACIN1|CALM2|ARPC2|HSP90B1|PPIB|TUBA1A|TUBA1C|LIMCH1|TALDO1|HSP90AA1|RPLP1|AKAP9|CX3CR1|VCP|MAP4|HTR4|INPP5F|S100A8|S100A10|SERBP1|TBCC|TTI1|TXN|DNAJA1|GOLGB1|PHF21A|ROBO1|ABL2|DAG1|RPLP0|ACTG1","10899","9021|9074|9009|9013|9042|8978|8980|9059|9100|9111|9121|9115|9131|9044|9091|9127|9067|9112|9029|9116|9030|9049|9076|9102|9114|9047|8995|9089|9090|9027|9073","7.3E-4","","BTO:0000282","0.1930072665252851","0"
"58","3","TISSUES","","Ascites","0.0413","HSP90AA1|S100A8|ACTG1","10899","9111|9112|9073","7.8E-4","","BTO:0000091","0.19123787170857315","0"
"5462","28","TISSUES","","Brain","0.0413","ACIN1|CALM2|ARPC2|HSP90B1|PPIB|TUBA1A|TUBA1C|LIMCH1|TALDO1|HSP90AA1|RPLP1|AKAP9|CX3CR1|VCP|MAP4|HTR4|INPP5F|S100A10|SERBP1|TTI1|TXN|DNAJA1|PHF21A|ROBO1|ABL2|DAG1|RPLP0|ACTG1","10899","9021|9074|9009|9013|9042|8978|8980|9059|9100|9111|9121|9115|9131|9044|9091|9127|9067|9029|9116|9049|9076|9102|9047|8995|9089|9090|9027|9073","8.0E-4","","BTO:0000142","0.19123787170857315","0"
"1020","10","TISSUES","","Sense organ","0.0413","CALM2|TUBA1A|HSP90AA1|RPLP1|MAP4|S100A8|TXN|GOLGB1|RPLP0|ACTG1","10899","9074|8978|9111|9121|9091|9112|9076|9114|9027|9073","8.0E-4","","BTO:0000202","0.19123787170857315","0"
"1020","10","TISSUES","","Uterus","0.0413","ACIN1|HSP90B1|CUL1|VCP|TTI1|TXN|ROBO1|ABL2|RPLP0|ACTG1","10899","9021|9013|8991|9044|9049|9076|8995|9089|9027|9073","8.0E-4","","BTO:0001424","0.19123787170857315","0"
"1489","14","GO Biological Process","","Positive regulation of catalytic activity","0.0425","CALM2|HSP90AA1|ATP7A|RPLP1|VCP|TLR9|S100A8|S100A10|TXN|XDH|DNAJA1|ROBO1|ABL2|DAG1","10899","9074|9111|8994|9121|9044|9134|9112|9029|9076|8987|9102|8995|9089|9090","9.25E-5","","GO:0043085","0.18951915871462371","0"
"2741","18","Reactome Pathways","","Signal Transduction","0.0454","PSMD7|ARPC2|TUBA1A|TUBA1C|BUB1|XCR1|CUL1|HSP90AA1|SPINT1|CX3CR1|VCP|TLR9|HTR4|S100A8|ABCA1|TRPC3|MAML2|ACTG1","10899","8982|9009|8978|8980|9118|9094|8991|9111|9081|9131|9044|9134|9127|9112|9033|8990|9117|9073","7.1E-4","","HSA-162582","0.18555817355468354","0"
"13","3","Pfam","","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","0.046","HSP90B1|HSP90AA1|PMS1","10899","9013|9111|8997","1.34E-5","","PF13589","0.18477031593709972","0"
"12","2","Reactome Pathways","","HSF1 activation","0.0461","HSP90AA1|VCP","10899","9111|9044","7.6E-4","","HSA-3371511","0.18464000616484788","0"
"136","4","Reactome Pathways","","RHO GTPases Activate Formins","0.0461","TUBA1A|TUBA1C|BUB1|ACTG1","10899","8978|8980|9118|9073","7.8E-4","","HSA-5663220","0.18464000616484788","0"
"17","3","Pfam","","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","0.0464","HSP90B1|HSP90AA1|PMS1","10899","9013|9111|8997","2.7E-5","","PF02518","0.18425076614144448","0"
"2359","18","GO Biological Process","","Cellular component assembly","0.047","TLR2|KCNC1|ARPC2|HSP90B1|TUBA1A|CUL1|KCNA4|HSP90AA1|ATP7A|AKAP9|VCP|S100A10|KCNG1|TBCC|ABCA1|CDH24|RPLP0|ACTG1","10899","9026|8996|9009|9013|8978|8991|9057|9111|8994|9115|9044|9029|9010|9030|9033|9017|9027|9073","1.1E-4","","GO:0022607","0.1834797796058913","0"
"260","6","GO Biological Process","","Regulation of ion transmembrane transporter activity","0.047","KCNC1|CALM2|ATP7A|AKAP9|TLR9|KCNG1","10899","8996|9074|8994|9115|9134|9010","1.3E-4","","GO:0032412","0.1834797796058913","0"
"6112","32","GO Biological Process","","Positive regulation of biological process","0.047","PSMD7|TLR2|ACIN1|KCNC1|CALM2|ARPC2|PPIB|LIMCH1|ASB4|CUL1|HSP90AA1|SPINT1|ATP7A|RPLP1|AKAP9|CX3CR1|VCP|TLR9|INPP5F|S100A8|S100A10|TXN|ABCA1|XDH|TRPC3|DNAJA1|LRRFIP1|ROBO1|ABL2|MAML2|DAG1|ACTG1","10899","8982|9026|9021|8996|9074|9009|9042|9059|9124|8991|9111|9081|8994|9121|9115|9131|9044|9134|9067|9112|9029|9076|9033|8987|8990|9102|9060|8995|9089|9117|9090|9073","1.4E-4","","GO:0048518","0.1834797796058913","0"
"4114","25","GO Biological Process","","Regulation of response to stimulus","0.047","PSMD7|TLR2|CALM2|ARPC2|CUL1|HSP90AA1|ATP7A|AKAP9|CX3CR1|VCP|TLR9|INPP5F|S100A8|TTI1|TXN|ABCA1|XDH|TRPC3|DNAJA1|TRIP12|ROBO1|ABL2|MAML2|DAG1|ACTG1","10899","8982|9026|9074|9009|8991|9111|8994|9115|9131|9044|9134|9067|9112|9049|9076|9033|8987|8990|9102|9110|8995|9089|9117|9090|9073","1.3E-4","","GO:0048583","0.1834797796058913","0"
"2386","18","GO Biological Process","","Regulation of catalytic activity","0.047","CALM2|HSP90B1|PPP1R3B|HSP90AA1|SPINT1|ATP7A|RPLP1|AKAP9|VCP|TLR9|S100A8|S100A10|TXN|XDH|DNAJA1|ROBO1|ABL2|DAG1","10899","9074|9013|9035|9111|9081|8994|9121|9115|9044|9134|9112|9029|9076|8987|9102|8995|9089|9090","1.3E-4","","GO:0050790","0.1834797796058913","0"
"796","10","GO Biological Process","","Ion homeostasis","0.047","CALM2|HSP90B1|XCR1|CUL1|ATP7A|CX3CR1|S100A8|ABCA1|TRPC3|ABL2","10899","9074|9013|9094|8991|8994|9131|9112|9033|8990|9089","1.1E-4","","GO:0050801","0.1834797796058913","0"
"158","5","GO Biological Process","","Positive regulation of nf-kappab transcription factor activity","0.047","TLR2|CX3CR1|TLR9|S100A8|LRRFIP1","10899","9026|9131|9134|9112|9060","1.2E-4","","GO:0051092","0.1834797796058913","0"
"2369","18","GO Biological Process","","Cellular response to organic substance","0.047","PSMD7|TLR2|HSP90B1|XCR1|TALDO1|CUL1|HSP90AA1|SPINT1|ATP7A|AKAP9|CX3CR1|VCP|HTR4|ABCA1|ABL2|DAG1|RPLP0|ACTG1","10899","8982|9026|9013|9094|9100|8991|9111|9081|8994|9115|9131|9044|9127|9033|9089|9090|9027|9073","1.2E-4","","GO:0071310","0.1834797796058913","0"
"646","8","GO Cellular Component","","Axon","0.0474","KCNC1|KCNA4|HSP90AA1|MAP4|INPP5F|ROBO1|DAG1|ACTG1","10899","8996|9057|9111|9091|9067|8995|9090|9073","6.4E-4","","GO:0030424","0.1829712373543448","0"
"11","2","GO Cellular Component","","Endoplasmic reticulum chaperone complex","0.0474","HSP90B1|PPIB","10899","9013|9042","6.6E-4","","GO:0034663","0.1829712373543448","0"
"820","9","GO Cellular Component","","Anchoring junction","0.0474","PCDH1|ARPC2|HSP90B1|PPIB|RPLP1|CDH24|DAG1|RPLP0|ACTG1","10899","9123|9009|9013|9042|9121|9017|9090|9027|9073","6.8E-4","","GO:0070161","0.1829712373543448","0"
"64","3","TISSUES","","Interstitial cell","0.0477","HSP90AA1|TXN|ACTG1","10899","9111|9076|9073","0.001","","BTO:0004238","0.18259263908561293","0"
"391","7","GO Biological Process","","Regulation of metal ion transport","0.0486","KCNC1|CALM2|ATP7A|AKAP9|TLR9|KCNG1|TRPC3","10899","8996|9074|8994|9115|9134|9010|8990","1.7E-4","","GO:0010959","0.18147096854856956","0"
"1776","15","GO Biological Process","","Regulation of transport","0.0486","TLR2|KCNC1|CALM2|KCNA4|ATP7A|AKAP9|TLR9|INPP5F|S100A8|KCNG1|TXN|ABCA1|TRPC3|DNAJA1|ABL2","10899","9026|8996|9074|9057|8994|9115|9134|9067|9112|9010|9076|9033|8990|9102|9089","1.6E-4","","GO:0051049","0.18147096854856956","0"
"90","4","GO Biological Process","","Activation of cysteine-type endopeptidase activity involved in apoptotic process","0.0491","VCP|S100A8|XDH|ROBO1","10899","9044|9112|8987|8995","1.7E-4","","GO:0006919","0.18085676025344036","0"
"91","4","GO Biological Process","","Maintenance of location in cell","0.0495","HSP90B1|AKAP9|S100A8|TXN","10899","9013|9115|9112|9076","1.8E-4","","GO:0051651","0.1803698802880239","0"
"6489","33","GO Biological Process","","Cellular response to stimulus","0.0495","PSMD7|TLR2|KCNC1|CALM2|ARPC2|HSP90B1|XCR1|TALDO1|ASB4|CUL1|HSP90AA1|SPINT1|ATP7A|AKAP9|CX3CR1|VCP|TLR9|HTR4|INPP5F|S100A8|TXN|ABCA1|DCLRE1C|TRPC3|TRIP12|INPP1|PMS1|ROBO1|ABL2|MAML2|DAG1|RPLP0|ACTG1","10899","8982|9026|8996|9074|9009|9013|9094|9100|9124|8991|9111|9081|8994|9115|9131|9044|9134|9127|9067|9112|9076|9033|9000|8990|9110|9034|8997|8995|9089|9117|9090|9027|9073","1.8E-4","","GO:0051716","0.1803698802880239","0"
"1019","11","GO Biological Process","","Positive regulation of protein phosphorylation","0.0496","CALM2|LIMCH1|HSP90AA1|RPLP1|AKAP9|CX3CR1|TLR9|TXN|XDH|ROBO1|DAG1","10899","9074|9059|9111|9121|9115|9131|9134|9076|8987|8995|9090","1.9E-4","","GO:0001934","0.18024877504703846","0"
"2693","19","GO Biological Process","","Regulation of cellular protein metabolic process","0.0496","CALM2|HSP90B1|PPP1R3B|LIMCH1|HSP90AA1|SPINT1|RPLP1|AKAP9|CX3CR1|VCP|TLR9|INPP5F|S100A8|TXN|XDH|DNAJA1|TRIP12|ROBO1|DAG1","10899","9074|9013|9035|9059|9111|9081|9121|9115|9131|9044|9134|9067|9112|9076|8987|9102|9110|8995|9090","1.9E-4","","GO:0032268","0.18024877504703846","0"
"13","2","Reactome Pathways","","Trafficking and processing of endosomal TLR","0.0497","HSP90B1|TLR9","10899","9013|9134","8.8E-4","","HSA-1679131","0.18012791372412543","0"
